# Data00
# zs, mu, muerr
0.038604, 20.8587, 0.0696
0.042012, 21.0478, 0.0372
0.042213, 21.0585, 0.0484
0.043988, 21.1507, 0.0428
0.049013, 21.3935, 0.0345
0.052732, 21.5581, 0.0487
0.055147, 21.6591, 0.0341
0.057455, 21.7517, 0.0650
0.059435, 21.8283, 0.0557
0.064024, 21.9969, 0.0392
0.065704, 22.0557, 0.0737
0.076033, 22.3885, 0.0423
0.086116, 22.6739, 0.0586
0.086916, 22.6952, 0.0617
0.091916, 22.8241, 0.0383
0.099411, 23.0053, 0.0256
0.100704, 23.0352, 0.0696
0.104544, 23.1220, 0.0728
0.105480, 23.1428, 0.0335
0.107207, 23.1805, 0.0327
0.110368, 23.2481, 0.0466
0.111765, 23.2775, 0.0549
0.112633, 23.2955, 0.0744
0.117626, 23.3968, 0.0732
0.147963, 23.9372, 0.0744
0.150062, 23.9707, 0.0373
0.153194, 24.0198, 0.0549
0.153511, 24.0247, 0.0468
0.171777, 24.2932, 0.0366
0.181206, 24.4216, 0.0283
0.184803, 24.4689, 0.0334
0.187253, 24.5007, 0.0429
0.187901, 24.5090, 0.0294
0.192595, 24.5687, 0.0325
0.195764, 24.6081, 0.0272
0.196170, 24.6132, 0.0561
0.201907, 24.6830, 0.0496
0.205022, 24.7202, 0.0372
0.209060, 24.7676, 0.0513
0.209887, 24.7772, 0.0462
0.216223, 24.8497, 0.0580
0.226626, 24.9646, 0.0716
0.237423, 25.0788, 0.0427
0.241250, 25.1181, 0.0573
0.244660, 25.1527, 0.0359
0.254929, 25.2541, 0.0720
0.257819, 25.2820, 0.0559
0.259462, 25.2977, 0.0329
0.261612, 25.3181, 0.0379
0.267743, 25.3756, 0.0330
0.270385, 25.4000, 0.0340
0.274969, 25.4417, 0.0403
0.283462, 25.5175, 0.0662
0.285433, 25.5348, 0.0479
0.289278, 25.5682, 0.0389
0.295420, 25.6207, 0.0460
0.296150, 25.6269, 0.0384
0.296626, 25.6309, 0.0617
0.298491, 25.6466, 0.0279
0.302303, 25.6784, 0.0395
0.318147, 25.8067, 0.0412
0.318393, 25.8086, 0.0341
0.339025, 25.9670, 0.0619
0.345961, 26.0183, 0.0340
0.360098, 26.1200, 0.0400
0.366039, 26.1616, 0.0278
0.385095, 26.2910, 0.0628
0.385640, 26.2946, 0.0432
0.389595, 26.3207, 0.0578
0.390607, 26.3274, 0.0359
0.391625, 26.3340, 0.0261
0.406005, 26.4264, 0.0411
0.406542, 26.4298, 0.0640
0.407194, 26.4339, 0.0669
0.422541, 26.5290, 0.0424
0.422785, 26.5305, 0.0673
0.432631, 26.5898, 0.0275
0.438186, 26.6227, 0.0511
0.440505, 26.6363, 0.0379
0.445870, 26.6676, 0.0470
0.446603, 26.6719, 0.0361
0.450585, 26.6948, 0.0697
0.456431, 26.7282, 0.0401
0.456720, 26.7298, 0.0723
0.465594, 26.7796, 0.0305
0.469966, 26.8039, 0.0465
0.470910, 26.8091, 0.0472
0.487423, 26.8986, 0.0605
0.488499, 26.9043, 0.0423
0.493178, 26.9291, 0.0496
0.498056, 26.9548, 0.0285
0.504014, 26.9858, 0.0406
0.506551, 26.9989, 0.0612
0.511066, 27.0220, 0.0303
0.516578, 27.0500, 0.0481
0.517948, 27.0569, 0.0368
0.522829, 27.0814, 0.0333
0.523481, 27.0847, 0.0311
0.546787, 27.1987, 0.0657
0.548691, 27.2078, 0.0593
0.555097, 27.2382, 0.0440
0.559377, 27.2584, 0.0446
0.562266, 27.2719, 0.0614
0.563023, 27.2754, 0.0552
0.568828, 27.3024, 0.0708
0.574466, 27.3283, 0.0710
0.588491, 27.3917, 0.0491
0.592062, 27.4076, 0.0580
0.593444, 27.4138, 0.0522
0.600101, 27.4432, 0.0405
0.603806, 27.4594, 0.0477
0.605159, 27.4653, 0.0611
0.613328, 27.5007, 0.0526
0.613717, 27.5023, 0.0566
0.614628, 27.5062, 0.0494
0.617272, 27.5176, 0.0726
0.620272, 27.5304, 0.0638
0.620754, 27.5324, 0.0315
0.626476, 27.5567, 0.0657
0.633184, 27.5848, 0.0709
0.640782, 27.6163, 0.0658
0.644436, 27.6314, 0.0422
0.651103, 27.6586, 0.0434
0.657433, 27.6842, 0.0372
0.668691, 27.7292, 0.0278
0.669297, 27.7316, 0.0486
0.670904, 27.7380, 0.0675
0.677578, 27.7642, 0.0634
0.679811, 27.7730, 0.0581
0.683065, 27.7856, 0.0674
0.689027, 27.8087, 0.0580
0.692518, 27.8221, 0.0362
0.692795, 27.8232, 0.0652
0.693759, 27.8268, 0.0434
0.697323, 27.8405, 0.0695
0.699594, 27.8491, 0.0413
0.701949, 27.8580, 0.0296
0.710506, 27.8902, 0.0615
0.713639, 27.9019, 0.0304
0.714777, 27.9061, 0.0685
0.727831, 27.9543, 0.0456
0.728561, 27.9569, 0.0640
0.736898, 27.9872, 0.0276
0.738443, 27.9928, 0.0522
0.745204, 28.0171, 0.0588
0.750397, 28.0356, 0.0315
0.765883, 28.0900, 0.0554
0.770660, 28.1066, 0.0322
0.775564, 28.1235, 0.0402
0.784565, 28.1543, 0.0433
0.789254, 28.1702, 0.0560
0.792451, 28.1810, 0.0315
0.793755, 28.1854, 0.0342
0.804585, 28.2216, 0.0641
0.814226, 28.2534, 0.0608
0.818287, 28.2667, 0.0477
0.824031, 28.2854, 0.0391
0.827467, 28.2965, 0.0596
0.829319, 28.3025, 0.0484
0.829356, 28.3026, 0.0406
0.832997, 28.3143, 0.0687
0.835183, 28.3213, 0.0351
0.849236, 28.3659, 0.0652
0.862118, 28.4062, 0.0559
0.866973, 28.4213, 0.0573
0.882177, 28.4678, 0.0591
0.882693, 28.4694, 0.0624
0.884450, 28.4747, 0.0690
0.891209, 28.4951, 0.0710
0.891381, 28.4956, 0.0378
0.892240, 28.4982, 0.0332
0.897734, 28.5146, 0.0698
0.903328, 28.5313, 0.0352
0.906840, 28.5417, 0.0361
0.908187, 28.5457, 0.0653
0.909633, 28.5499, 0.0733
0.913744, 28.5620, 0.0672
0.924217, 28.5925, 0.0508
0.927167, 28.6011, 0.0438
0.937343, 28.6304, 0.0744
0.943911, 28.6491, 0.0618
0.951714, 28.6712, 0.0565
0.960529, 28.6959, 0.0256
0.961870, 28.6996, 0.0348
0.962819, 28.7023, 0.0257
0.964762, 28.7077, 0.0704
0.967436, 28.7151, 0.0368
0.967698, 28.7159, 0.0336
0.967785, 28.7161, 0.0541
0.972717, 28.7297, 0.0352
0.973679, 28.7324, 0.0523
0.974482, 28.7346, 0.0725
0.976636, 28.7405, 0.0682
0.981883, 28.7549, 0.0373
