# Data4
# zs, mu, muerr
0.022183, 19.6538, 0.0733
0.025017, 19.7326, 0.0863
0.030548, 20.4078, 0.0993
0.037793, 20.7962, 0.0707
0.040797, 21.1067, 0.0980
0.041765, 21.0713, 0.0562
0.043854, 21.2038, 0.0856
0.049766, 21.2362, 0.0754
0.060610, 21.9161, 0.0616
0.067716, 22.1515, 0.0608
0.068928, 22.0338, 0.0865
0.072121, 22.3967, 0.0928
0.073364, 22.2974, 0.0952
0.075471, 22.2072, 0.0762
0.078317, 22.4324, 0.0555
0.091492, 22.7089, 0.0727
0.109134, 23.2500, 0.0681
0.110020, 23.1779, 0.1020
0.123910, 23.3908, 0.0600
0.124139, 23.5309, 0.1046
0.134115, 23.8546, 0.1018
0.136710, 23.8385, 0.0719
0.138906, 23.7524, 0.0911
0.139418, 23.7823, 0.0702
0.148662, 23.8428, 0.0687
0.154820, 23.9960, 0.0674
0.162350, 24.0535, 0.0999
0.162920, 23.9977, 0.0637
0.169133, 24.1084, 0.0803
0.169586, 24.1460, 0.0768
0.170923, 24.2061, 0.0793
0.176165, 24.0993, 0.0786
0.177011, 24.4991, 0.0824
0.180092, 24.2972, 0.0994
0.188156, 24.2639, 0.1046
0.207104, 24.6680, 0.0602
0.210187, 24.6638, 0.0663
0.211583, 24.8099, 0.0920
0.212960, 24.6615, 0.0928
0.220379, 24.8468, 0.0584
0.222403, 24.7949, 0.0581
0.234328, 25.1289, 0.0697
0.234865, 24.9106, 0.0551
0.234941, 25.0434, 0.0960
0.238508, 25.0475, 0.0553
0.239902, 24.9971, 0.0940
0.248115, 25.1902, 0.0560
0.251004, 25.1134, 0.0849
0.252697, 25.0868, 0.0658
0.256898, 25.2013, 0.0804
0.266340, 25.0804, 0.0932
0.269495, 25.2644, 0.0702
0.270337, 25.2420, 0.0684
0.273624, 25.2712, 0.0766
0.277562, 25.2602, 0.0913
0.281172, 25.3616, 0.0694
0.293906, 25.6086, 0.0825
0.294696, 25.4752, 0.0958
0.310298, 25.4732, 0.0923
0.311739, 25.5660, 0.1039
0.313673, 25.6880, 0.0766
0.315154, 25.6727, 0.0552
0.315612, 25.6102, 0.0673
0.324511, 25.6915, 0.1013
0.327130, 25.6668, 0.0663
0.338269, 25.7115, 0.1024
0.343116, 25.8102, 0.0890
0.349208, 25.7948, 0.0608
0.354031, 26.0669, 0.1023
0.354219, 25.9600, 0.0590
0.354738, 25.8840, 0.0848
0.357565, 25.7911, 0.0885
0.359664, 25.9907, 0.0834
0.360471, 25.9530, 0.0784
0.360962, 25.8473, 0.0914
0.361792, 26.0740, 0.1043
0.365050, 25.9336, 0.0644
0.370268, 25.9856, 0.1010
0.371633, 26.0994, 0.0560
0.372597, 25.9603, 0.0721
0.375127, 26.0848, 0.0892
0.379977, 26.1126, 0.0744
0.381130, 26.1473, 0.0679
0.385424, 26.2257, 0.0850
0.392025, 26.0666, 0.0900
0.409076, 26.3672, 0.0798
0.415111, 26.4615, 0.0914
0.418008, 26.2837, 0.0735
0.427055, 26.3946, 0.0765
0.427463, 26.4226, 0.0825
0.433062, 26.5297, 0.0791
0.439181, 26.3318, 0.0882
0.444365, 26.4764, 0.0837
0.445041, 26.5013, 0.0609
0.451543, 26.4234, 0.0773
0.452504, 26.5290, 0.0680
0.454001, 26.4734, 0.0710
0.454396, 26.6029, 0.0662
0.457063, 26.4676, 0.1049
0.460560, 26.4234, 0.0760
0.470555, 26.6074, 0.0821
0.471788, 26.5500, 0.0665
0.474408, 26.7089, 0.0649
0.477357, 26.4956, 0.0947
0.478540, 26.7247, 0.0638
0.480260, 26.6316, 0.0606
0.480967, 26.6727, 0.0996
0.489092, 26.4928, 0.0858
0.492508, 26.8354, 0.0798
0.495064, 26.7005, 0.0815
0.497840, 26.7780, 0.0948
0.500417, 26.8203, 0.0977
0.500619, 26.6607, 0.1007
0.508437, 26.7324, 0.0928
0.515605, 26.6671, 0.0884
0.535397, 27.0716, 0.0865
0.547133, 26.9420, 0.0862
0.547611, 27.0808, 0.0896
0.559497, 26.9996, 0.0829
0.565455, 27.0958, 0.0968
0.572462, 27.0596, 0.0620
0.585285, 27.1978, 0.0713
0.587096, 27.2603, 0.0666
0.587931, 27.1256, 0.0993
0.589424, 27.3090, 0.1005
0.597120, 27.2395, 0.0691
0.603088, 27.3303, 0.0618
0.603629, 27.2364, 0.0794
0.615574, 27.2378, 0.0882
0.620673, 27.2961, 0.0787
0.625367, 27.2826, 0.1027
0.638787, 27.3574, 0.0645
0.639893, 27.2122, 0.0996
0.640756, 27.4160, 0.1014
0.640893, 27.2924, 0.0837
0.641616, 27.4288, 0.0604
0.646274, 27.3359, 0.0796
0.648969, 27.3077, 0.0800
0.651049, 27.4465, 0.0914
0.652539, 27.3471, 0.0825
0.653723, 27.3575, 0.0671
0.659528, 27.3872, 0.0925
0.681734, 27.3371, 0.0997
0.698873, 27.5788, 0.0593
0.699386, 27.3887, 0.0942
0.705278, 27.5507, 0.0746
0.711267, 27.5592, 0.0850
0.711310, 27.6076, 0.0843
0.726441, 27.6861, 0.0734
0.728121, 27.5458, 0.0767
0.731292, 27.5523, 0.0724
0.733219, 27.6311, 0.0618
0.740934, 27.6050, 0.0572
0.743412, 27.6616, 0.0754
0.750498, 27.8100, 0.0853
0.752139, 27.7363, 0.0811
0.754526, 27.6870, 0.0845
0.758624, 27.6785, 0.0863
0.759161, 27.6958, 0.0755
0.760677, 27.8011, 0.0595
0.771651, 27.9702, 0.0983
0.772990, 27.8654, 0.0640
0.780864, 27.6569, 0.0898
0.782808, 27.8551, 0.1005
0.787174, 27.8338, 0.0698
0.795702, 27.9041, 0.0953
0.800230, 27.7961, 0.0723
0.814977, 27.7988, 0.0802
0.817597, 27.8886, 0.0794
